,caption,add_tail,repeat_event,repeat_word,delete_word,error
15162,an emergency siren go off in the distance and grow louder as a crowd of people talk in the background,0,0,0,0,0
15163,some rustle and clink with distant traffic pass,0,0,0,0,0
15164,loud splash water follow by a man and woman speak on the,1,0,0,0,1
15165,cloth shuffling follow by plastic clicking then a sewing machine operate,0,0,0,0,0
15166,wind blow and leave rustle with rustle then chime wind chime,0,0,0,0,0
15167,a cat cat meow and people speak,0,0,1,0,1
15168,a man laugh follow by loud honk of horn then more man speak,0,0,0,0,0
15169,a a man be speak while a gathering of people be clap in the background,0,0,1,0,1
15170,a car engine be start up and revs up in the before a car engine be start up,1,1,0,0,1
15171,a drill be be use follow by high pitch speech,0,0,0,0,0
15172,fake oinking follow by a woman chuckle as a woman chuckle,0,1,0,0,1
15173,a woman be speak then a person burps and another person laugh,0,0,0,0,0
15174,a motor kick over and stop then a man speak,0,0,0,0,0
15175,a person give a speech after a person give a a speech,0,1,1,0,1
15176,a man man give a speech a before a man give a speech,1,1,1,0,1
15177,a small dog growl and bark follow by before before a small dog growl,1,1,1,0,1
15178,a person snore very loudly,0,0,0,0,0
15179,a man talk while some surface be rub,0,0,0,0,0
15180,a man talk while some door be close and open,0,0,0,0,0
15181,thunder roll in the distance before thunder roll in the distance,0,1,0,0,1
15182,white noise with clanking and rustle as,1,0,0,0,1
15183,rain fall on a hard surface alongside plastic camera muffling with as tic camera muffling,1,1,0,0,1
15184,the wind be blow and female be speak and laugh follow by splash water and a clanking,0,0,0,0,0
15185,the blade of a helicopter constantly whir and the blade of a helicopter constantly whir,0,1,0,0,1
15186,an helicopter helicopter engine work,0,0,1,0,1
15187,a train horn sound loudly after a train horn sound loudly,0,1,0,0,1
15188,a large vehicle engine be run,0,0,0,0,0
15189,there be a woman give a speech amplify by a microphone,0,0,0,0,0
15190,a vehicle 's engine be be make to run quite fast,0,0,0,0,0
15191,a run engine with rev at the end,0,0,0,0,0
15192,door open and close and man breathe somewhat heavily,0,0,0,0,0
15193,plane take off or landing,0,0,0,0,0
15194,a man speak as a car buzz past and a and a man speak,1,1,0,0,1
15195,a man speak then a beep after a man speak then a strong beep,0,1,0,1,1
15196,a child speak in a foreign language a,1,0,0,0,1
15197,an engine be smoothly be rev up and then rev up all the way follow by,1,0,0,0,1
15198,a baby be cry stop cry and a,1,0,0,0,1
15199,a baby cry and a woman speak,0,0,0,0,0
15200,"a woman speak , a gentle slapping follow by a woman speak , a gentle slapping",0,1,0,0,1
15201,a person be talk and music play in the background,0,0,0,0,0
15202,a truck engine be run continuously,0,0,0,0,0
15203,something be click and small pop go off,0,0,0,0,0
15204,a horse be neigh then a woman be speak in soft tone follow by the horse trot off and,1,0,0,1,1
15205,strong wind be blow and water be splash on the,1,0,0,0,1
15206,a woman give give a speech,0,0,1,0,1
15207,pigeon sound follow by wing flap,0,0,0,0,0
15208,the sound of a machine drilling and a male voice speak in a foreign language in the background and the sound of a machine drilling,0,1,0,0,1
15209,a a person snore and another person laugh while someone else talk and someone else talk,0,1,1,0,1
15210,"a woman speak , , traffic pass in the distance follow by a woman speak , traffic p",0,1,1,0,1
15211,a man speak follow by a round of applause,0,0,0,0,0
15212,a man deliver a,0,0,0,1,1
15213,soft music and a running stream in the background,0,0,0,0,0
15214,large vehicle driving bird bird chirp,0,0,1,1,1
15215,click on a computer keyboard,0,0,0,0,0
15216,the sound of a car speed up while squeal the tire with with,1,0,1,0,1
15217,a person blow their nose after person blow their nose,0,1,0,1,1
15218,a plane engine run,0,0,1,1,1
15219,plastic crumpling follow by plastic crinkling then plastic slide,0,0,0,0,0
15220,a vehicle engine vibrate and revs several time quietly,0,0,0,0,0
15221,rain fall and thunder crack in the distance follow by several car alarm go off,0,0,0,0,0
15222,"rapid gunfire shot , someone breathe deeply and more rapid gunshot",0,0,0,0,0
15223,a slow sequence of soft meow of vary tonality in the,1,0,0,0,1
15224,"a tone beep , and an adult female adult male speak",0,0,0,1,1
15225,a man be speak while a man be speak,0,1,0,0,1
15226,water be run from a faucet,0,0,0,0,0
15227,"rumble from a large vehicle grow louder , a person speak follow by rumble from a large vehicle grow , a person speak",0,1,0,1,1
15228,"a cat meow , a man cry out in pain and a a cat meow , a man cry out in pain",0,1,1,0,1
15229,several pigeon coo and,1,0,0,0,1
15230,man speak clank,0,0,0,1,1
15231,female make a speech fairly quickly with calm noise and and a,1,0,1,0,1
15232,a man be give a speech,0,0,0,0,0
15233,a large outside bell be bang on on the,1,0,0,0,1
15234,"music be play in the background , and a dog be growl",0,0,0,0,0
15235,cat noise and a male talk as cat noise,0,1,0,0,1
15236,a person give a speech and a crowd laugh,0,0,0,0,0
15237,a baby do a deep belly laugh and a woman woman giggle and speak,0,0,1,0,1
15238,a cat be meow loudly as a cat be meow loudly,0,1,0,0,1
15239,person speak with sound of plate be tap,0,0,0,0,0
15240,drill drill tool metal impact noise,0,0,1,0,1
15241,female give speech audience give applause as as audience give applause,1,1,0,1,1
15242,a crowd applaud and cheer,0,0,0,0,0
15243,a woman talk follow by muffle muffle talk in the distance,0,0,1,0,1
15244,emergency vehicle drive drive with siren on,0,0,1,0,1
15245,a man be give a speech,0,0,0,0,0
15246,a young woman be speak,0,0,0,0,0
15247,rain fall on a surface and wind blow heavily on a microphone and rain fall on a surface,0,1,0,0,1
15248,water trickle and dripping,0,0,0,0,0
15249,environmental noise be sound while a man be speak,0,0,0,0,0
15250,"race car accelerate and skid nearby , and then a person talk loudly nearby",0,0,0,0,0
15251,a man as pressurize air spray,0,0,0,1,1
15252,grease sound be occur,0,0,0,1,1
15253,click on a computer keyboard,0,0,0,0,0
15254,a machine work and a surface be rub,0,0,0,0,0
15255,a quick and very brief burst sound as wind blow on the microphone along with a motorboat motorboat engine and gurgling water produce steady ambient noise,0,0,1,0,1
15256,"an electronic adult female be speak , then another adult female voice speak",0,0,0,0,0
15257,a engine revving while people chuckle follow by a engine revving,0,1,0,0,1
15258,hum of an idling engine follow by an alarm,0,0,0,0,0
15259,a a high pitch engine run,0,0,1,0,1
15260,water splash down of a,1,0,0,0,1
15261,"a whir of wind , a vehicle engine drive by",0,0,0,0,0
15262,a man be speak follow by some sound of dusting dusting or beating while some sound of dusting or beating,0,1,1,0,1
15263,"truck engine , rev up",0,0,0,0,0
15264,vehicle engine be shut off and a man speak on the,1,0,0,0,1
15265,a large engine idle continuously,0,0,0,0,0
15266,a man speak and sand noise with piano music play play in the background,0,0,1,0,1
15267,a helicopter grow distant midst people converse,0,0,0,0,0
15268,a man speak then a duck quack,0,0,0,0,0
15269,water rush down a flushed toilet,0,0,0,0,0
15270,water splash and flow flow,0,0,1,0,1
15271,growl and fluttering fluttering of wing,0,0,1,1,1
15272,people talk in a foreign language as a vehicle drive by and then,1,0,0,0,1
15273,short cut of a woman laugh and,1,0,0,0,1
15274,car horn honk with muted voice in background follow follow by,1,0,1,0,1
15275,rapid typing from computer keyboard on on the,1,0,1,1,1
15276,a engine crank up and die of a,1,0,0,1,1
15277,a man talk with wind blow,0,0,0,0,0
15278,a child be cry in a high pitch a,1,0,0,0,1
15279,wind guste guste past,0,0,1,0,1
15280,"sizzling food in a pan , a man talk , metal clink together",0,0,0,0,0
15281,engine accelerate loudly,0,0,0,0,0
15282,a person snore,0,0,0,0,0
15283,"a person snore , another person",0,0,0,1,1
15284,"a roar sound be present , a musical tone sound , and then an adult male speak",0,0,0,0,0
15285,wave be splash,0,0,0,0,0
15286,"a door be shut , a toilet flush",0,0,0,0,0
15287,wind and bird chirp,0,0,0,0,0
15288,footstep and sheep bleat then people speak a,1,0,0,0,1
15289,"adult male speak , rustling occur , two child speak , and a dog bark",0,0,0,1,1
15290,a woman speak who be voice be echo,0,0,0,0,0
15291,voice of child in background and then a woman speak follow by then a woman speak,0,1,0,0,1
15292,engine run continuously,0,0,0,0,0
15293,duck quacking follow by speech,0,0,0,0,0
15294,a loud engine run and then fade out as it it be turn off,0,0,1,0,1
15295,a siren ring and be turn off then a man speak,0,0,0,0,0
15296,"an adult female speak , a pop occur , the adult female scream and laugh and speak again",0,0,0,1,1
15297,"the breathy , wheeze exhalation of a include two exhalation that increase in volume",0,0,0,1,1
15298,a person speak right before an explosion and another person laugh follow by,1,0,0,0,1
15299,an ambulance siren on an emergency vehicle,0,0,0,0,0
15300,a vehicle engine be idle and a man be speak and a,1,0,0,0,1
15301,hiss follow by a manspaking with music in the background,0,0,0,0,0
15302,wind be blow and something be crackle as something be crackle,0,1,0,0,1
15303,a a woman speak and fry food,0,0,1,0,1
15304,"people laugh uproariously , then a young boy speak",0,0,0,0,0
15305,the the idling of motorcycle,0,0,1,0,1
15306,a young child be laugh as another scream nearby as another scream nearby,0,1,0,0,1
15307,a woman speak while food sizzle and fry,0,0,0,0,0
15308,a clock tick rock,0,0,0,1,1
15309,a music be play nearby and while a music be play,1,1,0,1,1
15310,phone phone ring then speak,0,0,1,1,1
15311,a group of people talk as leave rustle then plastic thump twice with wind wind lightly blow into microphone while a muffled motorboat engine run,0,0,1,1,1
15312,engine revving and accelerate,0,0,0,0,0
15313,man laugh repeatedly ball bounce on on hard surface,0,0,1,1,1
15314,applause with yelling,0,0,0,0,0
15315,a woman narrate rapidly,0,0,0,0,0
15316,an engine rev,0,0,0,0,0
15317,"a woman be speak and singe at the same time to a baby , follow by the baby say something in response",0,0,0,0,0
15318,suspenseful music and a stone door grind on stone,0,0,0,0,0
15319,a thunderstorm with heavy rain follow by a fade out of storm audio in favor of music a,1,0,0,0,1
15320,cat meow several time as,1,0,0,0,1
15321,wind rustle through the tree as people talk and crunch leave underfoot before wind rustle through the tree,0,1,0,0,1
15322,snore man sleep in the,1,0,0,0,1
15323,a motor try to be start and then finally turn over but end abruptly follow by a man say something,0,0,0,0,0
15324,a man give a speech a,1,0,0,0,1
15325,"a large engine be run and vibrate , and a high - pitched whine be present",0,0,0,0,0
15326,rapid typing on keyboard,0,0,0,0,0
15327,engine running and rev,0,0,0,0,0
15328,adult male speak over a single sharp snap,0,0,0,1,1
15329,"ding of crossing , then train horn blare",0,0,0,1,1
15330,a train horn blow while a train run on railroad track in the distance grow louder alongside a railroad crossing signal dinging in the background as wind blow softly into a microphone and a,1,0,0,0,1
15331,frog croak with cricket noise,0,0,0,0,0
15332,"a man talk on over a microphone , people laugh cheer , and scream in the background",0,0,0,1,1
15333,people be talk follow by spray noise before spray noise,0,1,0,0,1
15334,bark puppy and a brief male cough and and bark puppy,1,1,0,0,1
15335,a dog be bark and and,1,0,0,1,1
15336,a a man continuously snore,0,0,1,0,1
15337,a woman and a baby pretend to sneeze,0,0,0,0,0
15338,a quick beep follow by water gurgle and then,1,0,0,0,1
15339,a clock be tick,0,0,0,0,0
15340,wind noise with animal and a,1,0,0,1,1
15341,a baby cry follow by a gunshot and then a man speak over a and people applaud,0,0,0,1,1
15342,"wind roar , wave crash crash against a beach",0,0,1,0,1
15343,outdoor ambiance follow by metal clanging then a power tool operate then a jackhammer operate,0,0,0,0,0
15344,baby cry as man speak,0,0,0,0,0
15345,a helicopter engine run as high - pressure water spray,0,0,1,1,1
15346,a few people talk at at the same time with ambient vehicle noise in the background as ambient vehicle noise in the background,0,1,1,0,1
15347,an insect buzz and then a vacuum run .,0,0,0,0,0
15348,gun fire in automatic and semi - automatic mode,0,0,0,0,0
15349,a woman and a man talk as ocean wave crash follow by a woman scream as wind blow into a microphone before h,0,1,0,0,1
15350,man speak and and bird wing flap,0,0,1,0,1
15351,the ocean be in momentum with sound of current and wave crash,0,0,0,0,0
15352,a person in a car be rev the engine then suddenly accelerate and roar away,0,0,0,0,0
15353,an engine idle bit roughly outside,0,0,0,1,1
15354,"a long , draw out burp a",1,0,0,0,1
15355,a man speak and type and a man speak,0,1,0,0,1
15356,a person be snore and person whisper whisper,0,0,1,0,1
15357,"hiss and clicking occur , and two adult male speak and clicking occur",0,1,0,0,1
15358,a man be speak in a monotone voice,0,0,0,0,0
15359,rain fall and water splash,0,0,0,0,0
15360,"a mid - size motor vehicle engine be idle , vibrate and knock rhythmically",0,0,0,0,0
15361,people be talk and a truck pass by,0,0,0,0,0
15362,spray in a public area with a man talk in the background,0,0,0,0,0
15363,several sheep be bleat and people be talk in the distance,0,0,0,0,0
15364,clap of thunder and then pitter - patter of rain follow by clap of thunder,0,1,0,0,1
15365,people speak over run water and laugh,0,0,0,0,0
15366,thunder roar in the distance,0,0,0,0,0
15367,someone while gurgling happen,0,0,0,1,1
15368,someone type on a keyboard,0,0,0,0,0
